Shloka Number,Title,Head Word,Sub-Head Word,Synonyms,Rasa,Guna,Virya,Vipaka,Karma,,,,
,तरुण,,,स्वादु,तीक्ष्ण,,,वातहृत्-पित्तनुत् ,,,,,
,वृद्ध  ,,,,,,,रक्तपित्तहर-क्षतहृद्-बलवीर्यकृत्,,,,,
15,अथ इक्षोरङ्गभेदेन गुणभेदः ,,,,,,,,,,,"मूले तु मधुरोऽत्यर्थं मध्येऽपि मधुरः स्मृतः |

अग्रे ग्रन्थिषु बिज्ञेय इक्षुः पटुरसो जनैः ||१५||",
,मूले ,,,अतिमधुरः,,,,,,,,,
,मध्ये ,,,मधुरः,,,,,,,,,
,अग्रे ग्रन्थिषु च ,,,लवणः,,,,,,,,,
16,चूषितेक्षु,,,,,,,पित्ता-अस्रनाशन-शर्करासमवीर्य-अविदाही कफप्रद,,,,"दन्तनिष्पीडितस्येक्षो रसः पित्तास्रनाशनः |

शर्करासमवीर्यः स्यादविदाही कफप्रदः ||१६||",
17,यान्त्रिकेक्षु,,,,गुरुः,,,विदाही-विष्टम्भी  ,,,,"किञ्चित्कालविधृत्या च विकृतिं याति यान्त्रिकः |

तस्माद्विदाही विष्टम्भी गुरुः स्याद्यान्त्रिको रसः ||१७||",
18,पर्युषितेक्षु,,,आम्लः,गुरुः  ,,,वातापह-कफपित्तकर-शोषी-भेदन-अतिमूत्रलः,,,,"रसः पर्युषितो नेष्टो ह्यम्लो वातापहो गुरुः |

कफपित्तकरः शोषी भेदनश्चातिमूत्रलः ||१८||",
19,पक्वेक्षु,,,,"गुरुः, स्निग्धः, तीक्ष्णः, रूक्ष",,,कफवातनुत् - गुल्म-आनाहप्रशमन-किञ्चित्पित्तकरः ,,,,"पक्वो रसो गुरुः स्निग्धः सुतीक्ष्णः कफवातनुत् |

गुल्मानाहप्रशमनः किञ्चित्पित्तकरः स्मृतः ||१९||",
20,अथेक्षुरसनिर्मितपदार्थगुणा,,,मधुर ,"गुरु, स्निग्ध, सर, शीत ",,,"तृट्दाह-मूर्छा-पित्ता-अस्रनाशन, बाल्य, वृष्य, वातहर,मोहहर, विशहारिन्, बृंहण     ",,,,"इक्षोर्विकारास्तृड्दाहमूर्च्छापित्तास्रनाशनः |

गुरवो मधुरा बल्याः स्निग्धा वातहराः सराः |

वृष्या मोहहराः शीता बृंहणा विषहारिणः ||२०||",
21,फाणितम्,,,,गुरु ,,,अभिष्यन्दी - बृंहण-कफ-शुक्रकृत्-वात-पित्त-श्रमहर-मूत्र-वस्तिविशोधनम्,,,,"इक्षो रसस्तु यः पक्वः किञ्चिद्गाढो बहुद्रवः |
स एवेक्षुविकारेषु ख्यातः फाणितसंज्ञया ||२१||                              फाणितं गुर्वभिष्यन्दि बृंहणं कफशुक्रकृत् |
वातपित्तश्रमान्हन्ति मूत्रवस्तिविशोधनम् ||२२||",
22-23,मत्स्यण्डी,,,मधुर,लघु ,,,भेदिनी-बल्या-पित्त-अनिलापहा-बृंहणी-वृष्या-रक्तदोषापहा,,,,"इक्षो रसो यः सम्पक्वो घनः किञ्चिद्द्रवान्वितः |

मन्दं यत्स्यन्दते तस्मात्तन्मत्स्यण्डी निगद्यते ||२३||

मत्स्यण्डी भेदिनी बल्या लघ्वी पित्तानिलापहा |

मधुरा बृंहणी वृष्या रक्तदोषापहा स्मृता ||२४||",
24-25,अथ गुडस्य लक्षणं गुणाँश्चाह,,,,"गुरुः, स्निग्धः",,,"वृष्य -वातघ्नो-मूत्रशोधन-मेद-कफ-क्रिमि-बलप्रदः, न अतिपित्तघ्न ",,,,"इक्षो रसो यः सम्पक्वो जायते लोष्टवद्दृढः |

स गुडो गौडदेशे तु मत्स्यण्ड्येव गुडो मतः ||२५||

गुडो वृष्यो गुरुः स्निग्धो वातघ्नो मूत्रशोधनः |

नातिपित्तहरो मेदःकफक्रिमिबलप्रदः ||२६||



",
